1, State-gov,77516, Bachelors,13, Adm-clerical,2174,0,40, <=50K
28399, Private,258276, Some-college,10, Handlers-cleaners,0,0,40, <=50K
28400, Private,188465, HS-grad,9, Other-service,0,0,35, <=50K
28401, Self-emp-inc,161007, HS-grad,9, Exec-managerial,0,0,40, <=50K
28402, Private,403468, HS-grad,9, Machine-op-inspct,0,0,40, <=50K
28403, Federal-gov,181677, Some-college,10, Handlers-cleaners,0,0,40, <=50K
28404, Private,120243, 11th,7, Other-service,0,0,10, <=50K
28405, Private,157025, HS-grad,9, Machine-op-inspct,0,0,40, <=50K
28406, Private,306908, Bachelors,13, Prof-specialty,0,0,50, <=50K
28407, Self-emp-not-inc,28061, 7th-8th,4, Farming-fishing,0,0,50, <=50K
28408, Private,95540, Some-college,10, Adm-clerical,1471,0,40, <=50K
28409, Private,135001, HS-grad,9, Craft-repair,0,0,40, <=50K
28410, Private,293398, HS-grad,9, Sales,0,0,40, <=50K
28411, Private,185106, HS-grad,9, Handlers-cleaners,0,0,40, <=50K
28412, Self-emp-not-inc,245790, 10th,6, Craft-repair,0,0,80, <=50K
28413, Private,134004, Some-college,10, Exec-managerial,0,0,40, <=50K
28414, Private,205036, HS-grad,9, Handlers-cleaners,0,0,42, <=50K
28415, Private,244495, 9th,5, Other-service,0,0,35, <=50K
28416, Private,159179, HS-grad,9, Craft-repair,0,0,40, <=50K
28417, Private,405155, 5th-6th,3, Craft-repair,0,0,40, <=50K
28418, Private,177437, Some-college,10, Craft-repair,15024,0,45, >50K
28419, Federal-gov,402361, HS-grad,9, Adm-clerical,0,0,40, <=50K
28420, Self-emp-not-inc,184553, HS-grad,9, Craft-repair,0,0,50, >50K
28421, Private,302626, Some-college,10, Adm-clerical,0,0,40, <=50K
28422, Private,99138, Bachelors,13, Exec-managerial,0,0,38, <=50K
28423, Private,112731, HS-grad,9, Other-service,0,0,40, <=50K
28424, Private,192923, HS-grad,9, Craft-repair,0,2377,40, <=50K
28425, Private,761006, 11th,7, Other-service,0,0,20, <=50K
28426, ?,125784, Some-college,10, ?,0,0,8, <=50K
28427, Private,182344, HS-grad,9, Other-service,0,0,40, <=50K
28428, Self-emp-not-inc,117012, Masters,14, Exec-managerial,0,0,55, <=50K
28429, Federal-gov,30673, 9th,5, Machine-op-inspct,0,0,40, >50K
28430, Federal-gov,484669, Some-college,10, Tech-support,0,0,40, <=50K
28431, State-gov,314052, HS-grad,9, Adm-clerical,0,0,38, <=50K
28432, State-gov,38537, Some-college,10, Exec-managerial,0,0,38, <=50K
28433, Private,165412, HS-grad,9, Craft-repair,0,0,40, <=50K
28434, Private,198341, Masters,14, Prof-specialty,0,1902,55, >50K
28435, Private,116635, Bachelors,13, Prof-specialty,0,0,36, <=50K
28436, Private,185452, HS-grad,9, Adm-clerical,0,0,40, <=50K
28437, Private,118686, Some-college,10, Prof-specialty,0,0,20, <=50K
28438, Private,76939, HS-grad,9, Exec-managerial,0,0,40, <=50K
28439, Federal-gov,160646, Assoc-voc,11, Adm-clerical,0,0,35, <=50K
28440, State-gov,126754, HS-grad,9, Craft-repair,0,0,40, <=50K
28441, Private,211049, Some-college,10, Exec-managerial,0,0,30, <=50K
28442, Private,311931, 5th-6th,3, Sales,0,0,15, <=50K
28443, Private,283602, 5th-6th,3, Other-service,0,0,59, <=50K
28444, Private,155021, 11th,7, Other-service,0,0,6, <=50K
28445, Self-emp-not-inc,100569, HS-grad,9, Farming-fishing,0,0,55, <=50K
28446, Private,380462, 7th-8th,4, Farming-fishing,0,0,40, <=50K
28447, Federal-gov,221943, Some-college,10, Adm-clerical,9386,0,40, >50K
28448, Private,114544, Bachelors,13, Exec-managerial,0,0,45, >50K
28449, Private,248584, Some-college,10, Craft-repair,0,0,40, <=50K
28450, Private,227468, HS-grad,9, Adm-clerical,0,0,40, <=50K
28451, Private,66173, Assoc-acdm,12, Sales,0,0,15, <=50K
28452, Private,107624, Some-college,10, Craft-repair,0,0,50, <=50K
28453, Private,70387, Masters,14, Prof-specialty,4386,0,40, >50K
28454, Private,423616, Assoc-voc,11, Tech-support,0,0,36, >50K
28455, Private,98637, Bachelors,13, Exec-managerial,7298,0,50, >50K
28456, Local-gov,216013, HS-grad,9, Handlers-cleaners,0,0,40, <=50K
28457, Self-emp-not-inc,210926, 11th,7, Handlers-cleaners,0,0,40, <=50K
28458, Local-gov,255711, Bachelors,13, Prof-specialty,0,0,60, >50K
28459, Private,77581, Bachelors,13, Exec-managerial,0,0,40, <=50K
28460, Private,152461, Bachelors,13, Prof-specialty,14344,0,50, >50K
28461, Private,203263, HS-grad,9, Craft-repair,0,0,50, <=50K
28462, Private,261519, HS-grad,9, Sales,0,0,35, <=50K
28463, Private,91189, Bachelors,13, Machine-op-inspct,0,0,48, <=50K
28464, Federal-gov,195433, HS-grad,9, Craft-repair,0,0,30, <=50K
28465, Local-gov,272471, HS-grad,9, Adm-clerical,0,0,40, <=50K
28466, Private,311524, HS-grad,9, Craft-repair,0,0,38, <=50K
28467, Private,151386, HS-grad,9, Other-service,0,0,40, <=50K
28468, Private,187625, Some-college,10, Other-service,0,0,65, <=50K
28469, Private,108933, 9th,5, Craft-repair,2885,0,40, <=50K
28470, Private,135388, HS-grad,9, Craft-repair,5178,0,40, >50K
28471, Private,169383, Bachelors,13, Exec-managerial,0,0,45, >50K
28472, Self-emp-inc,191129, HS-grad,9, Exec-managerial,0,0,65, >50K
28473, Private,467611, 9th,5, Farming-fishing,0,0,40, <=50K
28474, Private,373185, Some-college,10, Craft-repair,0,0,42, <=50K
28475, Private,130060, HS-grad,9, Transport-moving,2387,0,40, <=50K
28476, Private,199934, Bachelors,13, Exec-managerial,0,0,40, >50K
28477, ?,116165, Some-college,10, ?,0,0,14, <=50K
28478, Private,42881, 10th,6, Machine-op-inspct,0,0,40, <=50K
28479, ?,174666, 10th,6, ?,0,0,80, <=50K
28480, Private,169759, HS-grad,9, Handlers-cleaners,0,0,95, <=50K
28481, Self-emp-not-inc,181547, Assoc-acdm,12, Craft-repair,0,0,30, <=50K
28482, Private,95704, 9th,5, Handlers-cleaners,0,0,40, <=50K
28483, Private,237432, Bachelors,13, Prof-specialty,0,0,40, <=50K
28484, Private,226267, 5th-6th,3, Craft-repair,0,0,40, <=50K
28485, Private,159979, Some-college,10, Sales,0,0,50, <=50K
28486, Private,203488, HS-grad,9, Craft-repair,0,0,50, <=50K
28487, Private,403671, HS-grad,9, Craft-repair,0,0,60, <=50K
28488, Private,192323, Assoc-acdm,12, Craft-repair,0,0,66, <=50K
28489, Private,167832, HS-grad,9, Machine-op-inspct,0,0,40, <=50K
28490, Private,145166, Bachelors,13, Exec-managerial,15024,0,55, >50K
28491, State-gov,155657, HS-grad,9, Adm-clerical,0,0,25, <=50K
28492, Private,116789, HS-grad,9, Farming-fishing,0,0,40, <=50K
28493, Private,39234, HS-grad,9, Other-service,0,0,30, <=50K
28494, Private,124111, Bachelors,13, Adm-clerical,0,0,40, <=50K
28495, Private,172828, 9th,5, Other-service,0,0,55, <=50K
28496, Private,143372, HS-grad,9, Sales,0,0,40, <=50K
28497, Self-emp-not-inc,265807, Assoc-voc,11, Exec-managerial,3137,0,50, <=50K
28498, State-gov,218184, Bachelors,13, Protective-serv,0,0,40, <=50K
28499, Private,154087, HS-grad,9, Exec-managerial,0,0,40, <=50K
28500, Federal-gov,440647, Some-college,10, Adm-clerical,0,0,40, <=50K
28501, Private,193952, HS-grad,9, Other-service,0,0,40, <=50K
28502, Private,125932, 7th-8th,4, Other-service,0,0,40, <=50K
28503, Private,284652, Some-college,10, Adm-clerical,0,0,15, <=50K
28504, ?,214635, Some-college,10, ?,0,0,24, <=50K
28505, Private,173316, Assoc-acdm,12, Craft-repair,0,0,40, <=50K
28506, State-gov,65390, Some-college,10, Adm-clerical,0,0,40, <=50K
28507, Self-emp-inc,45054, Some-college,10, Transport-moving,0,0,40, >50K
28508, Private,185042, 1st-4th,2, Priv-house-serv,0,0,40, <=50K
28509, Private,117381, Bachelors,13, Sales,0,0,40, <=50K
28510, Private,258666, Assoc-voc,11, Tech-support,0,1974,40, <=50K
28511, Private,179668, Some-college,10, Prof-specialty,0,0,40, >50K
28512, Private,127277, Doctorate,16, Prof-specialty,0,0,40, >50K
28513, Private,192022, Bachelors,13, Other-service,0,0,40, <=50K
28514, Self-emp-not-inc,99551, Bachelors,13, Sales,0,0,15, <=50K
28515, Private,208899, Bachelors,13, Adm-clerical,0,0,40, <=50K
28516, Private,287658, Assoc-acdm,12, Transport-moving,0,0,30, <=50K
28517, Private,196125, HS-grad,9, Handlers-cleaners,0,0,40, <=50K
28518, Private,275051, 11th,7, Adm-clerical,0,0,8, <=50K
28519, Private,23892, HS-grad,9, Machine-op-inspct,0,0,40, <=50K
28520, Federal-gov,376455, Prof-school,15, Prof-specialty,0,1887,50, >50K
28521, Private,267989, HS-grad,9, Craft-repair,0,0,45, <=50K
28522, Private,30269, Assoc-voc,11, Sales,0,0,40, <=50K
28523, Private,204235, Some-college,10, Prof-specialty,0,0,40, >50K
28524, Local-gov,209057, Masters,14, Exec-managerial,0,0,50, >50K
28525, Private,349347, 7th-8th,4, Handlers-cleaners,0,0,25, <=50K
28526, Local-gov,154033, Some-college,10, Prof-specialty,0,1876,40, <=50K
28527, Private,124680, HS-grad,9, Sales,0,0,70, <=50K
28528, Private,132805, 10th,6, Sales,0,1980,40, <=50K
28529, Private,99233, Prof-school,15, Exec-managerial,0,0,40, >50K
28530, Private,224849, HS-grad,9, Sales,0,0,35, <=50K
28531, Local-gov,101110, Assoc-voc,11, Prof-specialty,0,0,40, >50K
28532, Private,184839, Some-college,10, Machine-op-inspct,0,0,40, <=50K
28533, Private,302847, 11th,7, Machine-op-inspct,0,0,40, <=50K
28534, Private,181322, Bachelors,13, Exec-managerial,0,0,45, <=50K
28535, Local-gov,192213, Masters,14, Prof-specialty,0,0,40, <=50K
28536, State-gov,37250, Bachelors,13, Prof-specialty,0,0,16, <=50K
28537, Self-emp-inc,140854, Bachelors,13, Craft-repair,0,0,50, >50K
28538, Private,158286, Masters,14, Exec-managerial,0,0,50, >50K
28539, Private,269095, Bachelors,13, Exec-managerial,0,0,40, >50K
28540, Private,279960, HS-grad,9, Sales,0,0,40, <=50K
28541, Private,176239, Some-college,10, Prof-specialty,0,0,40, <=50K
28542, Private,115360, 10th,6, Machine-op-inspct,3464,0,40, <=50K
28543, Private,337666, HS-grad,9, Machine-op-inspct,0,0,40, <=50K
28544, ?,255276, Some-college,10, ?,0,0,48, >50K
28545, Private,145212, HS-grad,9, Exec-managerial,0,0,40, <=50K
28546, Private,185099, HS-grad,9, Transport-moving,0,0,70, >50K
28547, Private,142756, Some-college,10, Adm-clerical,0,0,35, <=50K
28548, Private,156300, Masters,14, Exec-managerial,0,0,45, <=50K
28549, ?,186266, HS-grad,9, ?,0,0,8, <=50K
28550, Private,219137, HS-grad,9, Adm-clerical,0,0,22, <=50K
28551, Private,110970, Bachelors,13, Prof-specialty,0,1902,40, >50K
28552, Private,203067, Some-college,10, Prof-specialty,0,0,40, >50K
28553, Private,148844, HS-grad,9, Machine-op-inspct,0,0,40, <=50K
28554, Private,154941, Bachelors,13, Sales,0,0,40, >50K
28555, Private,124111, Assoc-acdm,12, Prof-specialty,0,0,36, <=50K
28556, Private,157303, Some-college,10, Prof-specialty,0,0,48, <=50K
28557, Private,113838, Some-college,10, Craft-repair,0,0,45, <=50K
28558, Private,165737, Masters,14, Prof-specialty,0,0,43, >50K
28559, Private,140849, HS-grad,9, Other-service,0,0,24, <=50K
28560, Private,200363, Assoc-voc,11, Exec-managerial,0,0,44, <=50K
28561, Private,180247, 7th-8th,4, Craft-repair,0,0,40, <=50K
28562, Private,82578, Masters,14, Prof-specialty,0,0,38, >50K
28563, Private,227146, Bachelors,13, Sales,0,0,55, >50K
28564, Self-emp-inc,348886, Bachelors,13, Exec-managerial,0,0,45, >50K
28565, Private,90907, 5th-6th,3, Other-service,0,0,40, <=50K
28566, Private,142766, Some-college,10, Adm-clerical,0,0,20, <=50K
28567, Private,246439, Some-college,10, Craft-repair,0,0,45, <=50K
28568, Private,184784, 10th,6, Machine-op-inspct,0,0,40, <=50K
28569, Local-gov,195262, 11th,7, Craft-repair,0,0,35, <=50K
28570, Private,167967, Masters,14, Handlers-cleaners,0,0,46, <=50K
28571, Private,145636, HS-grad,9, Machine-op-inspct,0,0,60, >50K
28572, Local-gov,170099, Assoc-acdm,12, Handlers-cleaners,0,0,40, <=50K
28573, Private,228253, 10th,6, Handlers-cleaners,0,0,10, <=50K
28574, Local-gov,205570, HS-grad,9, Craft-repair,0,0,40, <=50K
28575, Federal-gov,506830, Some-college,10, Tech-support,0,0,40, <=50K
28576, Private,412435, HS-grad,9, Exec-managerial,0,0,40, <=50K
28577, Private,163331, Some-college,10, Adm-clerical,0,0,32, <=50K
28578, Federal-gov,222756, Masters,14, Craft-repair,0,0,40, <=50K
28579, State-gov,318918, Bachelors,13, Exec-managerial,0,0,40, <=50K
28580, Private,105188, HS-grad,9, Other-service,0,0,40, <=50K
28581, Private,199884, HS-grad,9, Adm-clerical,0,0,45, <=50K
28582, Private,96483, HS-grad,9, Other-service,0,0,40, <=50K
28583, Self-emp-not-inc,192203, 9th,5, Craft-repair,0,0,40, <=50K
28584, Private,203392, Some-college,10, Craft-repair,5013,0,40, <=50K
28585, Private,99646, HS-grad,9, Transport-moving,0,0,50, <=50K
28586, Private,167440, Bachelors,13, Transport-moving,4508,0,40, <=50K
28587, ?,210095, 5th-6th,3, ?,0,0,25, <=50K
28588, Private,219591, Some-college,10, Handlers-cleaners,0,0,40, <=50K
28589, Private,30270, 7th-8th,4, Sales,0,0,40, <=50K
28590, Local-gov,226020, HS-grad,9, Other-service,0,0,60, <=50K
28591, Private,314165, Some-college,10, Sales,0,0,40, <=50K
28592, Private,330715, Some-college,10, Craft-repair,0,0,40, <=50K
28593, Self-emp-not-inc,35448, HS-grad,9, Other-service,0,0,50, <=50K
28594, State-gov,172970, HS-grad,9, Transport-moving,0,0,40, <=50K
28595, Self-emp-inc,189502, Bachelors,13, Sales,0,0,80, >50K
28596, Private,61518, HS-grad,9, Exec-managerial,0,0,35, <=50K
28597, Private,574005, Bachelors,13, Craft-repair,0,0,44, >50K
28598, Private,281356, 1st-4th,2, Farming-fishing,0,0,66, <=50K
28599, Private,138975, HS-grad,9, Craft-repair,0,0,56, <=50K
28600, Private,176969, Bachelors,13, Exec-managerial,0,0,55, <=50K
28601, Private,132393, HS-grad,9, Handlers-cleaners,0,0,40, <=50K
28602, Private,194924, HS-grad,9, Sales,0,0,35, >50K
28603, Private,478205, Bachelors,13, Prof-specialty,0,0,40, <=50K
28604, ?,128224, 5th-6th,3, ?,0,0,25, <=50K
28605, Local-gov,30118, Some-college,10, Protective-serv,3137,0,42, <=50K
28606, Self-emp-not-inc,290688, 5th-6th,3, Craft-repair,0,0,40, <=50K
28607, State-gov,85566, Bachelors,13, Prof-specialty,0,0,40, <=50K
28608, Private,121874, Assoc-acdm,12, Sales,7688,0,50, >50K
28609, Self-emp-not-inc,29036, Some-college,10, Machine-op-inspct,0,0,35, <=50K
28610, Private,348152, HS-grad,9, Craft-repair,0,0,40, <=50K
28611, Local-gov,73715, Some-college,10, Protective-serv,0,0,60, >50K
28612, Private,151382, Assoc-voc,11, Handlers-cleaners,0,0,50, <=50K
28613, Private,236359, Some-college,10, Adm-clerical,0,0,37, <=50K
28614, Private,19899, HS-grad,9, Craft-repair,15024,0,45, >50K
28615, Private,138760, HS-grad,9, Machine-op-inspct,0,0,40, <=50K
28616, Local-gov,354962, HS-grad,9, Machine-op-inspct,0,0,40, <=50K
28617, Private,181363, Assoc-acdm,12, Exec-managerial,0,0,40, >50K
28618, Private,393360, Some-college,10, Protective-serv,0,0,30, <=50K
28619, Private,210736, Some-college,10, Adm-clerical,0,0,40, <=50K
28620, Private,110013, Some-college,10, Adm-clerical,0,0,43, <=50K
28621, Private,193304, HS-grad,9, Craft-repair,0,0,40, <=50K
28622, Private,118551, Bachelors,13, Other-service,0,0,35, <=50K
28623, Private,201991, Bachelors,13, Prof-specialty,0,0,40, <=50K
28624, Private,157446, 11th,7, Craft-repair,0,0,65, <=50K
28625, Local-gov,283217, Some-college,10, Protective-serv,0,0,40, <=50K
28626, Private,247794, HS-grad,9, Sales,0,0,84, <=50K
28627, Private,43712, Bachelors,13, Prof-specialty,7298,0,60, >50K
28628, Private,35649, Some-college,10, Other-service,0,0,6, <=50K
28629, Self-emp-not-inc,342719, Doctorate,16, Prof-specialty,0,0,45, >50K
28630, ?,71467, HS-grad,9, ?,3103,0,40, >50K
28631, Private,271837, Some-college,10, Craft-repair,0,0,16, <=50K
28632, Private,400061, Some-college,10, Machine-op-inspct,0,0,40, >50K
28633, Private,62972, 11th,7, Other-service,0,0,16, <=50K
28634, Private,174907, Assoc-acdm,12, Sales,0,0,32, <=50K
28635, Private,176452, HS-grad,9, Other-service,0,0,40, <=50K
28636, Private,268358, 11th,7, Machine-op-inspct,0,0,40, <=50K
28637, Federal-gov,176904, HS-grad,9, Exec-managerial,0,0,40, <=50K
28638, Private,176683, Assoc-acdm,12, Sales,0,0,52, <=50K
28639, Private,98077, HS-grad,9, Other-service,0,0,42, <=50K
28640, Private,266461, HS-grad,9, Transport-moving,0,0,48, <=50K
28641, Private,312477, Some-college,10, Transport-moving,3908,0,40, <=50K
28642, Private,604045, Bachelors,13, Sales,0,0,40, <=50K
28643, Local-gov,131568, Bachelors,13, Prof-specialty,0,0,40, >50K
28644, Private,97688, HS-grad,9, Sales,0,0,47, <=50K
28645, Private,373628, Bachelors,13, Other-service,0,0,20, <=50K
28646, Private,367984, Assoc-voc,11, Exec-managerial,15024,0,40, >50K
28647, Self-emp-not-inc,193459, Some-college,10, Craft-repair,0,0,50, <=50K
28648, Private,250733, HS-grad,9, Craft-repair,0,0,46, <=50K
28649, Federal-gov,199725, Assoc-voc,11, Craft-repair,0,0,60, <=50K
28650, Private,156877, HS-grad,9, Craft-repair,0,0,40, <=50K
28651, Private,122076, Some-college,10, Transport-moving,7298,0,43, >50K
28652, Self-emp-not-inc,216402, Prof-school,15, Prof-specialty,0,0,50, >50K
28653, Self-emp-not-inc,42402, Prof-school,15, Prof-specialty,0,2415,30, >50K
28654, Private,315974, Some-college,10, Sales,0,0,40, <=50K
28655, Private,63437, HS-grad,9, Farming-fishing,0,0,40, <=50K
28656, Private,160786, HS-grad,9, Other-service,0,0,30, <=50K
28657, Private,85374, HS-grad,9, Craft-repair,0,0,40, <=50K
28658, Private,465974, 11th,7, Transport-moving,0,0,30, <=50K
28659, Private,78529, Bachelors,13, Sales,0,0,60, >50K
28660, State-gov,98037, Assoc-voc,11, Other-service,0,0,40, <=50K
28661, Private,178390, HS-grad,9, Handlers-cleaners,0,0,40, <=50K
28662, Private,210940, HS-grad,9, Sales,0,2002,45, <=50K
28663, Private,64506, Some-college,10, Other-service,0,0,30, <=50K
28664, Private,128378, Some-college,10, Prof-specialty,0,0,50, <=50K
28665, Private,234460, 9th,5, Machine-op-inspct,0,0,40, <=50K
28666, Private,176760, Prof-school,15, Prof-specialty,0,0,55, <=50K
28667, State-gov,59460, Some-college,10, Adm-clerical,0,0,38, <=50K
28668, Private,234428, 11th,7, Other-service,0,0,20, <=50K
28669, Private,215047, Bachelors,13, Adm-clerical,0,0,50, <=50K
28670, Private,140426, Doctorate,16, Tech-support,0,1977,40, >50K
28671, Private,191777, Masters,14, Adm-clerical,0,0,40, <=50K
28672, Private,148995, Masters,14, Exec-managerial,0,0,40, >50K
28673, Private,229773, Some-college,10, Craft-repair,0,0,35, <=50K
28674, Private,174461, Assoc-acdm,12, Other-service,0,0,22, <=50K
28675, Private,250647, Assoc-voc,11, Craft-repair,0,0,40, <=50K
28676, Local-gov,119904, Bachelors,13, Prof-specialty,7688,0,30, >50K
28677, Self-emp-not-inc,151402, HS-grad,9, Farming-fishing,0,1573,70, <=50K
28678, Private,184556, Some-college,10, Tech-support,0,0,40, <=50K
28679, Private,263561, Some-college,10, Craft-repair,0,0,60, >50K
28680, Private,177945, Some-college,10, Sales,0,0,25, <=50K
28681, Private,306889, Bachelors,13, Exec-managerial,0,0,40, >50K
28682, Local-gov,54377, Masters,14, Prof-specialty,0,0,40, <=50K
28683, Private,144351, HS-grad,9, Craft-repair,0,625,40, <=50K
28684, Private,95566, Some-college,10, Sales,0,0,22, <=50K
28685, Private,181675, HS-grad,9, Other-service,0,0,40, <=50K
28686, Private,172129, 9th,5, Handlers-cleaners,0,0,40, <=50K
28687, ?,350759, HS-grad,9, ?,0,0,40, <=50K
28688, Self-emp-not-inc,105592, 7th-8th,4, Transport-moving,0,0,40, >50K
28689, ?,200061, Some-college,10, ?,0,0,40, <=50K
28690, Self-emp-inc,200689, Bachelors,13, Sales,0,0,40, <=50K
28691, Private,386726, Masters,14, Prof-specialty,0,1977,44, >50K
28692, Local-gov,135567, Bachelors,13, Adm-clerical,4101,0,60, <=50K
28693, Local-gov,282753, Assoc-voc,11, Exec-managerial,0,0,40, <=50K
28694, Private,137367, 11th,7, Craft-repair,0,0,40, <=50K
28695, Self-emp-inc,153976, HS-grad,9, Exec-managerial,0,0,60, <=50K
28696, Self-emp-inc,96062, Assoc-acdm,12, Sales,0,0,60, <=50K
28697, Private,152933, Some-college,10, Exec-managerial,0,0,45, <=50K
28698, Private,97870, Masters,14, Prof-specialty,0,0,15, <=50K
28699, Private,254291, Masters,14, Prof-specialty,0,0,40, >50K
28700, Self-emp-not-inc,101432, HS-grad,9, Sales,0,0,50, <=50K
28701, Private,125776, Assoc-voc,11, Adm-clerical,0,0,40, >50K
28702, Self-emp-not-inc,165479, HS-grad,9, Sales,0,0,5, <=50K
28703, Federal-gov,172307, HS-grad,9, Adm-clerical,0,0,48, >50K
28704, Private,176729, HS-grad,9, Craft-repair,0,0,40, >50K
28705, Private,174276, Some-college,10, Sales,0,0,50, >50K
28706, Federal-gov,48102, Masters,14, Prof-specialty,0,0,40, >50K
28707, Self-emp-not-inc,79531, Some-college,10, Exec-managerial,0,0,55, >50K
28708, Private,306460, HS-grad,9, Farming-fishing,0,0,40, <=50K
28709, Private,55284, HS-grad,9, Handlers-cleaners,0,0,25, <=50K
28710, Private,172063, Some-college,10, Sales,0,0,24, <=50K
28711, Private,141028, HS-grad,9, Other-service,0,0,30, <=50K
28712, Private,37274, Some-college,10, Sales,0,0,40, <=50K
28713, Private,31389, 11th,7, Farming-fishing,0,0,12, <=50K
28714, Private,415913, Some-college,10, Handlers-cleaners,0,0,30, <=50K
28715, Private,295591, 5th-6th,3, Craft-repair,0,0,40, <=50K
28716, ?,202903, 7th-8th,4, ?,1173,0,45, <=50K
28717, Private,159770, HS-grad,9, Craft-repair,0,0,40, <=50K
28718, Self-emp-not-inc,268832, Assoc-voc,11, Farming-fishing,0,0,24, >50K
28719, Private,126003, HS-grad,9, Tech-support,0,0,40, >50K
28720, Local-gov,225193, Bachelors,13, Prof-specialty,0,0,40, <=50K
28721, Private,297735, Some-college,10, Machine-op-inspct,0,0,40, >50K
28722, Self-emp-not-inc,225892, HS-grad,9, Other-service,1409,0,40, <=50K
28723, Private,605502, 10th,6, Transport-moving,0,0,40, <=50K
28724, Private,174150, Masters,14, Exec-managerial,0,0,40, >50K
28725, Private,165466, HS-grad,9, Adm-clerical,0,0,60, >50K
28726, State-gov,189728, HS-grad,9, Other-service,0,0,35, <=50K
28727, Private,360491, HS-grad,9, Adm-clerical,0,0,40, <=50K
28728, Private,115040, HS-grad,9, Transport-moving,0,0,40, <=50K
28729, Private,262688, Some-college,10, Sales,7688,0,50, >50K
28730, Self-emp-inc,158437, Prof-school,15, Prof-specialty,0,0,35, >50K
28731, Private,41108, Some-college,10, Farming-fishing,0,2258,62, >50K
28732, Private,149875, Bachelors,13, Exec-managerial,0,0,40, <=50K
28733, Private,131916, HS-grad,9, Machine-op-inspct,0,0,40, >50K
28734, Private,60668, Some-college,10, Craft-repair,0,0,40, <=50K
28735, Local-gov,153132, Assoc-acdm,12, Craft-repair,0,0,50, <=50K
28736, Private,155256, HS-grad,9, Exec-managerial,0,0,45, >50K
28737, Private,244770, HS-grad,9, Adm-clerical,0,0,40, <=50K
28738, Private,312108, HS-grad,9, Other-service,0,0,40, <=50K
28739, Private,102828, HS-grad,9, Prof-specialty,7688,0,40, >50K
28740, Private,93225, 11th,7, Machine-op-inspct,0,0,40, <=50K
28741, Self-emp-inc,231002, HS-grad,9, Exec-managerial,0,0,30, >50K
28742, Self-emp-not-inc,256992, 5th-6th,3, Other-service,0,0,15, <=50K
28743, Private,118721, 12th,8, Adm-clerical,0,0,40, <=50K
28744, Private,151989, Assoc-voc,11, Tech-support,0,0,40, <=50K
28745, Private,109112, HS-grad,9, Machine-op-inspct,0,0,48, <=50K
28746, Private,589809, Some-college,10, Exec-managerial,13550,0,60, >50K
28747, Private,172538, Bachelors,13, Exec-managerial,15024,0,50, >50K
28748, State-gov,318982, Masters,14, Machine-op-inspct,0,1848,40, >50K
28749, Private,204629, Masters,14, Exec-managerial,0,0,50, >50K
28750, Self-emp-not-inc,99894, 5th-6th,3, Tech-support,0,0,15, <=50K
28751, Private,369463, HS-grad,9, Adm-clerical,0,0,40, <=50K
28752, Private,79324, Some-college,10, Sales,0,0,40, <=50K
28753, Private,61178, Bachelors,13, Adm-clerical,0,0,40, <=50K
28754, Private,204226, 11th,7, Other-service,0,0,40, <=50K
28755, Private,183110, 11th,7, Handlers-cleaners,0,0,16, <=50K
28756, Private,96321, Some-college,10, Sales,0,0,50, >50K
28757, Private,167031, Some-college,10, Other-service,0,0,25, <=50K
28758, Private,108997, HS-grad,9, Adm-clerical,0,0,40, <=50K
28759, Private,176796, Doctorate,16, Prof-specialty,0,0,40, <=50K
28760, Self-emp-not-inc,134737, Bachelors,13, Machine-op-inspct,0,0,70, >50K
28761, Self-emp-inc,49795, Bachelors,13, Prof-specialty,0,0,45, <=50K
28762, State-gov,131588, Some-college,10, Tech-support,0,0,20, <=50K
28763, Private,307643, HS-grad,9, Transport-moving,0,0,40, <=50K
28764, Local-gov,351350, Some-college,10, Protective-serv,0,0,40, <=50K
28765, Private,260761, HS-grad,9, Craft-repair,0,0,40, >50K
28766, Private,156310, 10th,6, Other-service,2414,0,12, <=50K
28767, Private,207789, HS-grad,9, Exec-managerial,0,0,52, <=50K
28768, Self-emp-not-inc,252842, HS-grad,9, Farming-fishing,1797,0,20, <=50K
28769, Private,294936, HS-grad,9, Transport-moving,4064,0,45, <=50K
28770, Private,196269, 11th,7, Handlers-cleaners,0,0,40, <=50K
28771, Private,46402, 7th-8th,4, Sales,0,0,8, <=50K
28772, Self-emp-not-inc,267161, Bachelors,13, Exec-managerial,0,0,30, <=50K
28773, Private,160456, 11th,7, Other-service,0,0,40, <=50K
28774, ?,123983, Some-college,10, ?,0,0,10, <=50K
28775, Private,123053, Masters,14, Prof-specialty,5013,0,40, <=50K
28776, Private,426467, 1st-4th,2, Craft-repair,3674,0,40, <=50K
28777, Private,269323, Some-college,10, Exec-managerial,0,0,40, >50K
28778, Self-emp-not-inc,42857, Some-college,10, Craft-repair,0,0,35, <=50K
28779, Self-emp-not-inc,183915, Bachelors,13, Craft-repair,0,0,45, >50K
28780, Private,211391, 10th,6, Sales,0,0,15, <=50K
28781, Local-gov,193130, Some-college,10, Adm-clerical,0,0,40, <=50K
28782, Private,86745, Bachelors,13, Adm-clerical,0,0,16, <=50K
28783, Private,226525, Assoc-voc,11, Other-service,0,0,40, <=50K
28784, ?,270339, 10th,6, ?,0,0,35, <=50K
28785, Self-emp-not-inc,343742, 10th,6, Craft-repair,0,0,32, <=50K
28786, Private,150975, HS-grad,9, Machine-op-inspct,0,0,40, <=50K
